o,o_lable,o_synonym
http://purl.obolibrary.org/obo/UBERON_0000176,oronasal secretion,
http://purl.obolibrary.org/obo/UBERON_0000177,pus,
http://purl.obolibrary.org/obo/UBERON_0000178,blood,portion of blood
http://purl.obolibrary.org/obo/UBERON_0000178,blood,vertebrate blood
http://purl.obolibrary.org/obo/UBERON_0000179,haemolymphatic fluid,
http://purl.obolibrary.org/obo/UBERON_0000180,lateral lumbar region of abdomen,flank
http://purl.obolibrary.org/obo/UBERON_0000180,lateral lumbar region of abdomen,lateral region
http://purl.obolibrary.org/obo/UBERON_0000180,lateral lumbar region of abdomen,lateral region of abdomen
http://purl.obolibrary.org/obo/UBERON_0000180,lateral lumbar region of abdomen,latus
http://purl.obolibrary.org/obo/UBERON_0000180,lateral lumbar region of abdomen,regio lateralis
http://purl.obolibrary.org/obo/UBERON_0000199,neck of radius,collum radii
http://purl.obolibrary.org/obo/UBERON_0000199,neck of radius,radial neck
http://purl.obolibrary.org/obo/UBERON_0000200,gyrus,cerebral gyrus
http://purl.obolibrary.org/obo/UBERON_0000200,gyrus,folia
http://purl.obolibrary.org/obo/UBERON_0000200,gyrus,folium
http://purl.obolibrary.org/obo/UBERON_0000200,gyrus,folium of brain
http://purl.obolibrary.org/obo/UBERON_0000200,gyrus,gyri
http://purl.obolibrary.org/obo/UBERON_0000200,gyrus,gyri of cerebrum
http://purl.obolibrary.org/obo/UBERON_0000200,gyrus,gyrus of cerebral hemisphere
http://purl.obolibrary.org/obo/UBERON_0000200,gyrus,gyrus of cerebrum
http://purl.obolibrary.org/obo/UBERON_0000200,gyrus,gyrus of neuraxis
http://purl.obolibrary.org/obo/UBERON_0000200,gyrus,neuraxis gyrus
http://purl.obolibrary.org/obo/UBERON_0000201,endothelial blood brain barrier,
http://purl.obolibrary.org/obo/UBERON_0000202,glial blood brain barrier,
http://purl.obolibrary.org/obo/UBERON_0000203,pallium,area dorsalis telencephali
http://purl.obolibrary.org/obo/UBERON_0000203,pallium,dorsal part of telencephalon
http://purl.obolibrary.org/obo/UBERON_0000203,pallium,dorsal telencephalic area
http://purl.obolibrary.org/obo/UBERON_0000203,pallium,dorsal telencephalon
http://purl.obolibrary.org/obo/UBERON_0000204,ventral part of telencephalon,area ventralis telencephali
http://purl.obolibrary.org/obo/UBERON_0000204,ventral part of telencephalon,subpallium
http://purl.obolibrary.org/obo/UBERON_0000204,ventral part of telencephalon,ventral telencephalon
http://purl.obolibrary.org/obo/UBERON_0000205,papula,papulae
http://purl.obolibrary.org/obo/UBERON_0000205,papula,papulli
http://purl.obolibrary.org/obo/UBERON_0000206,pharyngeal gill,
http://purl.obolibrary.org/obo/UBERON_0000207,compound eye corneal lens,
http://purl.obolibrary.org/obo/UBERON_0000209,tetrapod frontal bone,
http://purl.obolibrary.org/obo/UBERON_0000210,tetrapod parietal bone,
http://purl.obolibrary.org/obo/UBERON_0000211,ligament,ligament organ
http://purl.obolibrary.org/obo/UBERON_0000212,toilet claw,
http://purl.obolibrary.org/obo/UBERON_0000218,vertebral arch of axis,vertebral foramen of cervical vertebra 2
http://purl.obolibrary.org/obo/UBERON_0000219,vertebral foramen of atlas,vertebral foramen of cervical vertebra 1
http://purl.obolibrary.org/obo/UBERON_0000220,atlanto-occipital joint,articulatio atlanto-occipitalis
http://purl.obolibrary.org/obo/UBERON_0000220,atlanto-occipital joint,atlanto occipital joint
http://purl.obolibrary.org/obo/UBERON_0000220,atlanto-occipital joint,atlantooccipital joint
http://purl.obolibrary.org/obo/UBERON_0000220,atlanto-occipital joint,craniovertebral joint
http://purl.obolibrary.org/obo/UBERON_0000220,atlanto-occipital joint,occipito atlantal joint
http://purl.obolibrary.org/obo/UBERON_0000220,atlanto-occipital joint,occipito-atlantal joint
http://purl.obolibrary.org/obo/UBERON_0000221,supraauricular point,supra-auricular part of head
http://purl.obolibrary.org/obo/UBERON_0000301,amniotic cavity,
http://purl.obolibrary.org/obo/UBERON_0000303,adductor longus,adductor longus muscle
http://purl.obolibrary.org/obo/UBERON_0000304,tendon sheath,synovial tendon sheath
http://purl.obolibrary.org/obo/UBERON_0000305,amnion,amnios
http://purl.obolibrary.org/obo/UBERON_0000307,blastula,blastula embryo
http://purl.obolibrary.org/obo/UBERON_0000309,body wall,wall fo trunk
http://purl.obolibrary.org/obo/UBERON_0000310,breast,mammary part of chest
http://purl.obolibrary.org/obo/UBERON_0000310,breast,mammary region
http://purl.obolibrary.org/obo/UBERON_0000311,extensor muscle,
http://purl.obolibrary.org/obo/UBERON_0000312,inner cambium layer of periosteum,cambial layer
http://purl.obolibrary.org/obo/UBERON_0000312,inner cambium layer of periosteum,cambial layer of periosteum
http://purl.obolibrary.org/obo/UBERON_0000312,inner cambium layer of periosteum,cambium
http://purl.obolibrary.org/obo/UBERON_0000312,inner cambium layer of periosteum,cambium layer of periosteum
http://purl.obolibrary.org/obo/UBERON_0000312,inner cambium layer of periosteum,inner cambial layer of periosteum
http://purl.obolibrary.org/obo/UBERON_0000312,inner cambium layer of periosteum,internal layer of periosteum
http://purl.obolibrary.org/obo/UBERON_0000312,inner cambium layer of periosteum,internal periosteum
http://purl.obolibrary.org/obo/UBERON_0000312,inner cambium layer of periosteum,osteogenic layer of periosteum
http://purl.obolibrary.org/obo/UBERON_0000313,portion of cartilage tissue in tibia,tibial cartilage
http://purl.obolibrary.org/obo/UBERON_0000314,cecum mucosa,caecum mucosa
http://purl.obolibrary.org/obo/UBERON_0000314,cecum mucosa,caecum mucosa of organ
http://purl.obolibrary.org/obo/UBERON_0000314,cecum mucosa,caecum mucous membrane
http://purl.obolibrary.org/obo/UBERON_0000314,cecum mucosa,caecum organ mucosa
http://purl.obolibrary.org/obo/UBERON_0000314,cecum mucosa,cecal mucosa
http://purl.obolibrary.org/obo/UBERON_0000314,cecum mucosa,cecum mucosa of organ
http://purl.obolibrary.org/obo/UBERON_0000314,cecum mucosa,cecum mucous membrane
http://purl.obolibrary.org/obo/UBERON_0000314,cecum mucosa,cecum organ mucosa
http://purl.obolibrary.org/obo/UBERON_0000314,cecum mucosa,intestinum crassum caecum mucosa
http://purl.obolibrary.org/obo/UBERON_0000314,cecum mucosa,intestinum crassum caecum mucosa of organ
http://purl.obolibrary.org/obo/UBERON_0000314,cecum mucosa,intestinum crassum caecum mucous membrane
http://purl.obolibrary.org/obo/UBERON_0000314,cecum mucosa,intestinum crassum caecum organ mucosa
http://purl.obolibrary.org/obo/UBERON_0000314,cecum mucosa,mucosa of caecum
http://purl.obolibrary.org/obo/UBERON_0000314,cecum mucosa,mucosa of cecum
http://purl.obolibrary.org/obo/UBERON_0000314,cecum mucosa,mucosa of intestinum crassum caecum
http://purl.obolibrary.org/obo/UBERON_0000314,cecum mucosa,mucosa of organ of caecum
http://purl.obolibrary.org/obo/UBERON_0000314,cecum mucosa,mucosa of organ of cecum
http://purl.obolibrary.org/obo/UBERON_0000314,cecum mucosa,mucosa of organ of intestinum crassum caecum
http://purl.obolibrary.org/obo/UBERON_0000314,cecum mucosa,mucous membrane of caecum
http://purl.obolibrary.org/obo/UBERON_0000314,cecum mucosa,mucous membrane of cecum
http://purl.obolibrary.org/obo/UBERON_0000314,cecum mucosa,mucous membrane of intestinum crassum caecum
http://purl.obolibrary.org/obo/UBERON_0000314,cecum mucosa,organ mucosa of caecum
http://purl.obolibrary.org/obo/UBERON_0000314,cecum mucosa,organ mucosa of cecum
http://purl.obolibrary.org/obo/UBERON_0000314,cecum mucosa,organ mucosa of intestinum crassum caecum
http://purl.obolibrary.org/obo/UBERON_0000315,subarachnoid space,subarachnoid space of CNS
http://purl.obolibrary.org/obo/UBERON_0000315,subarachnoid space,subarachnoid space of central nervous system
http://purl.obolibrary.org/obo/UBERON_0000315,subarachnoid space,subarachnoid space of neuraxis
http://purl.obolibrary.org/obo/UBERON_0000316,cervical mucus,cervix mucus
http://purl.obolibrary.org/obo/UBERON_0000317,colonic mucosa,colon mucosa
http://purl.obolibrary.org/obo/UBERON_0000317,colonic mucosa,colon mucous membrane
http://purl.obolibrary.org/obo/UBERON_0000317,colonic mucosa,colonic mucosa
http://purl.obolibrary.org/obo/UBERON_0000317,colonic mucosa,colonic mucous membrane
http://purl.obolibrary.org/obo/UBERON_0000317,colonic mucosa,large bowel mucosa
http://purl.obolibrary.org/obo/UBERON_0000317,colonic mucosa,mucosa of colon
http://purl.obolibrary.org/obo/UBERON_0000317,colonic mucosa,mucosa of large bowel
http://purl.obolibrary.org/obo/UBERON_0000319,cytotrophoblast,cellular trophoblast
http://purl.obolibrary.org/obo/UBERON_0000319,cytotrophoblast,cytotrophoblastic cell layer
http://purl.obolibrary.org/obo/UBERON_0000320,duodenal mucosa,doudenal mucosa
http://purl.obolibrary.org/obo/UBERON_0000320,duodenal mucosa,duodenal mucous membrane
http://purl.obolibrary.org/obo/UBERON_0000320,duodenal mucosa,mucosa of duodenum
http://purl.obolibrary.org/obo/UBERON_0000320,duodenal mucosa,mucous membrane of duodenum
http://purl.obolibrary.org/obo/UBERON_0000323,late embryo,
http://purl.obolibrary.org/obo/UBERON_0000325,gastric gland,
http://purl.obolibrary.org/obo/UBERON_0000326,pancreatic juice,
http://purl.obolibrary.org/obo/UBERON_0000328,gut wall,digestive tract wall
http://purl.obolibrary.org/obo/UBERON_0000328,gut wall,wall of alimentary tract
http://purl.obolibrary.org/obo/UBERON_0000328,gut wall,wall of digestive tract
http://purl.obolibrary.org/obo/UBERON_0000328,gut wall,wall of gut
http://purl.obolibrary.org/obo/UBERON_0000329,hair root,root of hair
http://purl.obolibrary.org/obo/UBERON_0000331,ileal mucosa,ileal mucous membrane
http://purl.obolibrary.org/obo/UBERON_0000331,ileal mucosa,ileum mucosa
http://purl.obolibrary.org/obo/UBERON_0000331,ileal mucosa,ileum mucosa of organ
http://purl.obolibrary.org/obo/UBERON_0000331,ileal mucosa,ileum mucous membrane
http://purl.obolibrary.org/obo/UBERON_0000331,ileal mucosa,ileum organ mucosa
http://purl.obolibrary.org/obo/UBERON_0000331,ileal mucosa,mucosa of ileum
http://purl.obolibrary.org/obo/UBERON_0000331,ileal mucosa,mucosa of organ of ileum
http://purl.obolibrary.org/obo/UBERON_0000331,ileal mucosa,mucous membrane of ileum
http://purl.obolibrary.org/obo/UBERON_0000331,ileal mucosa,organ mucosa of ileum
http://purl.obolibrary.org/obo/UBERON_0000332,yellow bone marrow,medulla ossium flava
http://purl.obolibrary.org/obo/UBERON_0000332,yellow bone marrow,yellow marrow
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,bowel mucosa gland
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,bowel mucosa of organ gland
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,bowel mucous membrane gland
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,bowel organ mucosa gland
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,gland of bowel mucosa
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,gland of bowel mucosa of organ
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,gland of bowel mucous membrane
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,gland of bowel organ mucosa
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,gland of intestinal mucosa
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,gland of intestine mucosa
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,gland of intestine mucosa of organ
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,gland of intestine mucous membrane
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,gland of intestine organ mucosa
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,gland of mucosa of bowel
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,gland of mucosa of intestine
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,gland of mucosa of organ of bowel
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,gland of mucosa of organ of intestine
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,gland of mucous membrane of bowel
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,gland of mucous membrane of intestine
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,gland of organ mucosa of bowel
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,gland of organ mucosa of intestine
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,glandula intestinalis
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,intestinal mucosa gland
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,intestine mucosa gland
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,intestine mucosa of organ gland
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,intestine mucous membrane gland
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,intestine organ mucosa gland
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,mucosa of bowel gland
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,mucosa of intestine gland
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,mucosa of organ of bowel gland
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,mucosa of organ of intestine gland
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,mucous membrane of bowel gland
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,mucous membrane of intestine gland
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,organ mucosa of bowel gland
http://purl.obolibrary.org/obo/UBERON_0000333,intestinal gland,organ mucosa of intestine gland
http://purl.obolibrary.org/obo/UBERON_0000341,throat,
http://purl.obolibrary.org/obo/UBERON_0000344,mucosa,mucosa of organ
http://purl.obolibrary.org/obo/UBERON_0000344,mucosa,mucosa of organ part
http://purl.obolibrary.org/obo/UBERON_0000344,mucosa,mucosal region
http://purl.obolibrary.org/obo/UBERON_0000344,mucosa,mucous membrane
http://purl.obolibrary.org/obo/UBERON_0000344,mucosa,organ mucosa
http://purl.obolibrary.org/obo/UBERON_0000344,mucosa,region of mucosa
http://purl.obolibrary.org/obo/UBERON_0000344,mucosa,tunica mucosa
http://purl.obolibrary.org/obo/UBERON_0000345,myelin,
http://purl.obolibrary.org/obo/UBERON_0000347,entire myelin sheath,
http://purl.obolibrary.org/obo/UBERON_0000348,ophthalmic nerve,"cranial nerve V, branch V1"
http://purl.obolibrary.org/obo/UBERON_0000348,ophthalmic nerve,first branch of fifth cranial nerve
http://purl.obolibrary.org/obo/UBERON_0000348,ophthalmic nerve,first division of fifth cranial nerve
http://purl.obolibrary.org/obo/UBERON_0000348,ophthalmic nerve,first division of trigeminal nerve
http://purl.obolibrary.org/obo/UBERON_0000348,ophthalmic nerve,nervus ophthalmicus (V1)
http://purl.obolibrary.org/obo/UBERON_0000348,ophthalmic nerve,nervus ophthalmicus (Va)
http://purl.obolibrary.org/obo/UBERON_0000348,ophthalmic nerve,nervus ophthalmicus [v1]
http://purl.obolibrary.org/obo/UBERON_0000348,ophthalmic nerve,nervus ophthalmicus [va]
http://purl.obolibrary.org/obo/UBERON_0000348,ophthalmic nerve,ophthalmic division [V1]
http://purl.obolibrary.org/obo/UBERON_0000348,ophthalmic nerve,ophthalmic division [Va]
http://purl.obolibrary.org/obo/UBERON_0000348,ophthalmic nerve,ophthalmic division of fifth cranial nerve
http://purl.obolibrary.org/obo/UBERON_0000348,ophthalmic nerve,ophthalmic division of trigeminal nerve (V1)
http://purl.obolibrary.org/obo/UBERON_0000348,ophthalmic nerve,ophthalmic division of trigeminal nerve (Va)
http://purl.obolibrary.org/obo/UBERON_0000348,ophthalmic nerve,ophthalmic nerve [V1]
http://purl.obolibrary.org/obo/UBERON_0000348,ophthalmic nerve,ophthalmic nerve [Va]
http://purl.obolibrary.org/obo/UBERON_0000348,ophthalmic nerve,opthalmic nerve
http://purl.obolibrary.org/obo/UBERON_0000348,ophthalmic nerve,ramus opthalmicus profundus (ramus V1)
http://purl.obolibrary.org/obo/UBERON_0000348,ophthalmic nerve,rostral branch of trigeminal nerve
http://purl.obolibrary.org/obo/UBERON_0000348,ophthalmic nerve,trigeminal V nerve ophthalmic division
http://purl.obolibrary.org/obo/UBERON_0000349,limbic system,visceral brain
